ID_file,leg,class,language,surname,name,year_birth,gender,group,position,length,chunk
47952,XVI,"TRASPORTI E VIABILITÀ, Trasporti, Aeroporti",en,Bertschy,Luigi Giovanni,1965,M,UV,4,3917,"Returning to the Aosta Valley, to our buses and the connections with Malpensa, which are also smaller, lighter means of transport, as a connection; ""What were the results of this experiment during the summer months"": precisely because we are talking about experimentation, the connection was introduced in the past for the winter period and we decided to try to experiment it also in the summer periods. Exactly 839 people were transported between July and September. There is also the distributed timetable, where there was greater use. We also tried to introduce a night timetable, to try to connect to international connections that leave at other times. The experimentation is a positive experimentation. Probably the service - in fact we also spoke about it with Councillor Grosjacques, with the Office - should be advertised even more, information should be given both to the local population, but above all to tourists, that this possibility exists and exists in this experimental form. The objective is clear and should be to achieve... and I'm already coming to the second question: ""What reasons determined the specific limit of days of operation during the period carried out"": precisely because it is an experiment, we have tried to give this experiment a first part of organization linked to the periods of greater travel, in particular for the moments of arrival and departure of people. The ideal would be to be able to extend it, indeed, to have it completely at service throughout the week. It is also a question of cost evaluation, we must understand if, by implementing the service, the greater use can make the expense appropriate or if we then risk not having this optimization. For my part, for our part, there is no limit to reasoning in this sense. It is always a question of using resources in the best possible way and trying to do it in the best way to also guarantee the economic system, in particular the hotel system, an additional service for its customers. The evaluation was conducted, in fact, together with the carrier and the Hotel Association. This winter we will work to reason about next summer and to evaluate whether the service can be implemented. It seems like a good service to us, the assessment we give is that it is a useful, necessary service - especially given the phase we are experiencing with transport - and that it can give added value to our territory. As regards point 3, ""What intentions does the regional administration have regarding the new activation of the service and the possible limitation of operating days in the winter tourist period"", the service is in operation until 12/31 because the administrative planning could have been done with a commitment up to that date. We will shortly bring the commitment resolutions for the following years to the Council and obviously the service will continue during this winter and also during the next summer, with some changes to the timetable. As I was saying, we have also introduced departures from Aosta at 03:00 in the morning and at 05:30 from Friday to Sunday to Malpensa, because that is the time of arrival of international flights. Some assessments have been made; the service will continue, the goal is to make it grow and advertise it more and also to understand, directly from those who can benefit from it, if other improvements can be made, making it grow and knowing that we must make more resources available. It is a service that also requires payment by people, so it has a cost that, if used well, can be optimized, because, a bit like all transport services, if they bring added value this added value is then distributed throughout the territory and the related industries."
47952,XVI,"TRASPORTI E VIABILITÀ, Trasporti, Aeroporti",en,Marguerettaz,Aurelio,1963,M,Presidente,5,44,"For the reply, the floor goes to my colleague Perron."
47952,XVI,"TRASPORTI E VIABILITÀ, Trasporti, Aeroporti",en,Perron,Simone,1979,M,LEGA VDA,6,410,"We will make our assessment based on the data you provide us. You have rightly made your assessments and the company too, I can simply tell you that - since we had received reports that require implementation, probably with other assessments - if you could extend it to other days it wouldn't hurt and it could be an important service. That's all I can say to you, in the meantime I thank you."
47953,XVI,"TRASPORTI E VIABILITÀ, Viabilità",en,Marguerettaz,Aurelio,1963,M,Presidente,1,86,"Item 71 on the agenda. For the presentation, the floor is given to my colleague Marquis."
47953,XVI,"TRASPORTI E VIABILITÀ, Viabilità",en,Marquis,Pierluigi,1964,M,FI,2,1636,"Let's return to the issue of the roundabout in the ex Fera area in the Municipality of Saint-Vincent. It is a topic we have already discussed on several occasions in this Regional Council, presenting inspection initiatives, most recently that of 17 April 2024. On that occasion, we were informed by the competent Councillor that the executive planning of the initiative was being updated and the necessary programme agreement to be stipulated with Anas was awaited. We have brought the issue back to the agenda today, because we believe it is an extremely dangerous situation. We see widespread attention on the territory, with the construction of roundabouts, but this topic has been discussed for several years, indeed, I could say that it has been more than ten years, and also another initiative, always on the Saint-Vincent ring road, which has not yet been examined, in correspondence with the cemetery area; these are situations in which there is a great need for intervention. We are surprised that nothing has yet been implemented in this area. There have been several inspections in the ex Fera area, even a few hundred meters after the Fera, where there is access to the Champcillien area, we also talked about this, with an extremely dangerous situation. Seven or eight people have already died in road accidents there and the situation is not being addressed. Therefore, with this initiative we want to ask whether the executive planning has finally been completed and whether the program agreement for the financing of the work has been defined."
47953,XVI,"TRASPORTI E VIABILITÀ, Viabilità",en,Marguerettaz,Aurelio,1963,M,Presidente,3,49,"For the answer, let's hear from Councilor Sapinet."
47953,XVI,"TRASPORTI E VIABILITÀ, Viabilità",en,Sapinet,Davide,1976,M,UV,4,4272,"Thank you, colleague Marquis, because this initiative allows us to give an update, to take stock after what we said, if I'm not mistaken, in April. Compared to the previous intervention in the spring, we can confirm the amount of funding planned for the state roads of our region, within the new program agreement between the Ministry of Infrastructure and Anas, an agreement that was approved with the Cipes resolution (Inter-ministerial Committee for Economic Planning and Sustainable Development) and was published in the Official Journal on July 10th. The new assignments, as we have already said - they are official - amount to 9 million, which are to be added to the 5 million already assigned in advance with resources from the 2021 and 2022 budget law. Therefore, on the certain basis of the amount of state funding, this administration has held a series of meetings with the technical structures of Anas, and another is scheduled for next week, to start the discussion on the projects to be included in the next update of the program agreement. We can therefore anticipate that, as a regional department, we have asked Anas that the future plan includes the construction of new roundabouts along the state road, more precisely therefore: in the municipality of Pont-Saint-Martin; in the municipality of Châtillon, at the intersection with via Pellissier; in the municipality of Saint-Denis, at the entrance to the regional road to Pontey: we have asked for the subdivision of an important intervention, which included the Pontey roundabout with the hamlet that is found arriving in Châtillon, therefore going to subdivide that intervention, giving priority to the Pontey roundabout; regarding the intervention that gives access to the municipality of Champdepraz, the construction of a roundabout, as already said in a previous question by colleague Brunod, is particularly complicated, but we are thinking about a safety intervention that will improve the current situation; finally in the Municipality of Saint-Vincent, with two requested interventions: the one in the Fera area, which was already partly planned, and the new roundabout at the intersection with the cemetery road, which you rightly mentioned. The second question: the roundabout in the Fera area is considered, both by the regional and municipal administrations, strategic for the industrial area as well as for making the area's traffic safe and could also constitute an improvement in the road infrastructure for the inhabitants and visitors of the neighboring hamlets, coming from the Municipality of Montjovet. Even before the formalization of this agreement, of the new state funding that we mentioned above, the construction of the Fera roundabout had been the subject of discussions with Anas, discussions that had led to the definition of the design process, which was shared with the municipal administration of Saint-Vincent; process started and in the process of being completed. Unlike the other roundabouts mentioned above, in fact, the Fera roundabout had an advanced stage of development, in fact Anas had already acquired part of the design. In this regard, we urged Anas, which informed us that the design update is nearing completion and is expected to be completed by the end of the current year. The works for the construction of the Fera roundabout are included by Anas in the intervention called AO 280, which also includes the roundabouts of Verrayes, in the Champagne area, and Morgex, at the height of the motorway junction. This was included among the adaptation and safety interventions of the 2016-2020 program contract, which was therefore re-proposed in the new 2021-2025 program contract, to cover the additional economic needs compared to the funds previously allocated. We had these 5 million, which were in fact the surplus with the project of these two roundabouts, Verrayes and Morgex, within which Fera had already been inserted. The 5 million did not cover everything, with the new allocation of these 9, which brings the total to 14 million, here is the total coverage of this roundabout, plus those I had mentioned a little while ago."
47953,XVI,"TRASPORTI E VIABILITÀ, Viabilità",en,Marguerettaz,Aurelio,1963,M,Presidente,5,63,"For the reply, the floor is given to colleague Marquis, he has the right to do so."
47953,XVI,"TRASPORTI E VIABILITÀ, Viabilità",en,Marquis,Pierluigi,1964,M,FI,6,1247,"English: Perhaps we are finally getting to the point of realizing the result. Since the executive design is still being updated and since we had already talked about it and I also mentioned earlier that the roundabout in Fera is nearby, near the Champcillien junction, so there are still 200-300 meters of road to go, and you had done the inspection with Anas at the time, which revealed the extreme danger of that situation, where I said before that there have already been numerous deaths; I believe it is worth urging Anas or checking that the remediation and redevelopment of that situation have also been included. Otherwise, it will not be possible to get to grips with different practices, if it is not included in this initiative. I would invite you, Councilor, to check this, because otherwise there are huge risks in that situation, if we cannot reduce the risk that exists today, because it is extremely dangerous. We note with satisfaction that it seems that the work has been financed. We will continue to monitor the evolution of the situation from now on, to avoid further delays compared to those that have already occurred up to now."
47953,XVI,"TRASPORTI E VIABILITÀ, Viabilità",en,Marguerettaz,Aurelio,1963,M,Presidente,7,148,"Given the time, we can conclude this morning's work, we will resume this afternoon at 2:30 p.m. --- The session ends at 12:54 p.m."
47954,XVI,"ASSISTENZA SANITARIA E OSPEDALIERA, Igiene e sanità pubblica",en,Bertin,Alberto,1966,M,Presidente,1,155,"With 32 Councillors present, we resume the agenda: interpellation on point no. 72. Councillor Brunod has asked to speak, he has the floor."
47954,XVI,"ASSISTENZA SANITARIA E OSPEDALIERA, Igiene e sanità pubblica",en,Brunod,Dennis,1978,M,RV,2,2381,"Referring to the article published in ""Aosta Cronaca"" on September 29, where the following information is reported: ""An awareness campaign against the harms of smoking in schools 2024. Last year in our country there were approximately 44,000 new diagnoses of lung cancer, with over 35,000 deaths in 2022. During the initiative it was reported that in Italy in the 15-17 age group 30% declared they smoked"", we point out that within the aforementioned article the National Coordination of Teachers of the Human Rights Subject reiterated the urgency of intensifying awareness campaigns on the phenomenon of smoking among adolescents also through the planning of some lessons on the harms of tobacco in the presence of health specialists in the sector; we note that as of today... but today was referring to October 4th because the initiative is obviously an old initiative, which is reported on the official website uslvda.it, there are some pages and sections relating to the prevention of the regional prevention plan that report the wording: ""pages under construction"". We have verified in recent days that the page relating to prevention has been completed, so it is no longer under construction, while, as regards the regional prevention plan section, there is still a section that is under construction; we recall that on December 6, 2021, the regional prevention plan 2021-2025 was approved with Regional Council resolution no. 1654. This plan identifies ten predefined programs and three free regional programs, integrated and transversal, with which it is intended to implement all the macro objectives and all the strategic objectives of the national prevention plan 2020-2025. The competent Councillors are therefore asked to know: what the situation is today in the regional territory compared to what is represented at the national level, how many and which initiatives are promoted by the respective Departments regarding awareness against the harms of smoking in schools and also in general, that is without considering the classic days or anniversaries; if there is an intention to promote and intensify new activities, projects and awareness campaigns against the harms of smoking in the regional territory."
47954,XVI,"ASSISTENZA SANITARIA E OSPEDALIERA, Igiene e sanità pubblica",en,Bertin,Alberto,1966,M,Presidente,3,27,Councillor Marzi responds.
47954,XVI,"ASSISTENZA SANITARIA E OSPEDALIERA, Igiene e sanità pubblica",en,Marzi,Carlo,1975,M,SA,4,6058,"Coming to question no. 1: ""how is the situation in the regional territory compared to what is represented at the national level"", we return to a topic that has already been the subject of debate during the Regional Council in July. The data we report are taken from the PASSI 2022-2023 surveillance. In Valle d'Aosta, among adults aged 18-69, 60.6% (Italian data 58.7) of those interviewed are non-smokers, 13.7% (Italian data 16.8) can be classified as ex-smokers, 25.7% (Italian data 24.5) are smokers. Among those interviewed, 24% said they smoked every day. With reference to young people, a 2022 study on health-related behaviors in school-age children photographed and monitored the health of Italian adolescents aged 11, 13 and 15 and, for the first time, also of 17-year-olds. The picture of the schools in the Aosta Valley that emerged is improving as it is characterized by a perception of adequacy of the structures and attention to health promotion activities. As regards smoking, the study shows that the majority of the children interviewed declared that they had never smoked. The percentage of non-smokers decreases with increasing age, going from 99% of eleven-year-olds to 96.6% of thirteen-year-olds up to 89.5 of fifteen-year-olds. The data also tell us that from 2019 to today the habit of smoking has significantly decreased, in fact the percentage of young people in the Aosta Valley who have never smoked has gone from 78.6% in 2018 to 92.2 in 2022. Coming to question no. 2, attention to prevention related to smoking is included in the regional prevention plan, as you mentioned, in particular within the ""Schools that promote health"" program, and identifies some strategic lines of intervention aimed at promoting healthy lifestyles in the school context, including the fight against the consumption of tobacco and nicotine products. In the 2023-2024 school year, with the Coordination of the Superintendence of Studies of colleague Guichardaz, whom we thank for his contribution, awareness-raising courses on smoking and other addictions were presented in schools on this topic, consolidated over time, on the initiative of LILT Val d'Aosta, with the active involvement of the first and second classes of secondary school and a project for the recovery, use and recycling of disposable electronic cigarettes carried out at ISILTEP in Verrès. As regards the ""Addictions"" program, always included in the regional prevention plan, the specific actions, including health promotion, are implemented by the consolidated activity of the Addictions service of the USL Company. The Ser.D. in fact has within it a micro team dedicated to the treatment of nicotine use disorder, composed of a doctor and a psychologist. From the data updated to July 2024, it emerges that 31 patients have been taken care of by the Ser.D., including one minor. In May of this year, the members of the aforementioned team participated in a radio broadcast aimed at the entire population. In the prevention activities carried out with students of lower and upper secondary schools within the scope of the Interinstitutional Table for educational co-responsibility and legality by the Ser.D. operators, the focus is on addictions, naturally in all their aspects. Smoking is treated together with other substance and behavioral addictions. An awareness-raising event aimed at institutions took place on May 31, 2022 at the Fondazione Sistema Ollignan Onlus entitled ""The seduction of smoking"", financed with restricted ministerial funds. Coming to question no. 3, as we have already anticipated during the work of the Regional Council last July, in response to an initiative on the topic of baby smokers, we confirm that within the ""Addictions"" program of the regional prevention plan, in collaboration with the Ser.D. of the USL Company, the planning for 2025 of an awareness-raising activity against smoking is in the initial phase. The initiative is aimed at the younger generations and intends to use forms of communication that are more responsive to the target of the very young people to whom it is addressed and to intercept young people both in school and extracurricular environments.In terms of raising awareness among the youth world, we also inform you that the Youngle project is being implemented by the Ser.D., entrusted to ""Essere Umani onlus"", which aims at primary and secondary prevention and is aimed at the adolescent population. The presentation press conference, among other things, was held on October 9th and had an excellent response. It is in fact a web app, therefore a web application, in which the young person can chat anonymously with a peer about their problems: from sexuality to relationships, naturally up to substances. The peer educators, that is, the peer educators, are trained and supervised by professionals and can recommend a referral to dedicated services if necessary. They will also form the editorial team responsible for opening social pages in which to convey messages aimed at current lifestyles, including abstention from smoking. A further strengthening of the therapeutic options, therefore secondary prevention, will be given to the use - soon to be introduced - also of repetitive transcranial magnetic stimulation in the treatment of nicotine use disorder, alongside other treatment aids. We have introduced this treatment in the additional regional LEA with resolution no. 1082/2024 and the treatment will be free for the entire resident population of the Aosta Valley. We remind you that we are the only and first Region at the moment to have included transcranial in the additional free LEA for its population."
47954,XVI,"ASSISTENZA SANITARIA E OSPEDALIERA, Igiene e sanità pubblica",en,Bertin,Alberto,1966,M,Presidente,5,36,"Councillor Brunod, it's your turn."
